,1931,1932,1933,1934,1935,1936,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1989,1990,1990,1991,1991,1992,1992,1993,1993,,1994,1994,1995,,1996,,1997,,1998,,1999,,2000,,2001,,2002,,2003,,2004,,2005,,2006,,2007,,,2008,,2009,,2010,,2011,,"2,012",,"2,013",,"2,014",,2015,,,"2,016",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISITORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VISITATION,,,,,,,,,,,,,,,,,VISITATION,,
Utah State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utah State University,,,,,Faculty,Students,Faculty,Students,Faculty,Students,,,,,Faculty/Staff,Students,Utah State University,Faculty/Staff,Students
 Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55, ,55,,,,32,,25,,43,,34,,18,,28,,55,,32,,42,,29,,14,,26,,7,,23, Biology,,27,,32,9,4,12,19,20,17,17,37,4,9,11,9, Biology,11,12
 Fisheries & Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19, ,18,,,,17,,46,,13,,40,,32,,53,,53,,82,,110,,126,,83,,96,,92,,68,Natural Resources,,63,,29,11,27,15,24,25,57,11,40,20,16,20,35,Natural Resources,19,15
 Landscape Architecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10, ,14,,,,11,,15,,14,,7,,11,,5,,,,6,,5,,7,,5,,7,,0,,7, Landscape Architecture,,3,,6,0,0,0,0,0,3,0,2,0,6,0,6, Landscape Architecture,0,1
" Plants, Soils, & Biometeorology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,  ,18,,,,15,,25,,4,,24,,36,,7,,6,,1,,8,,68,,13,,63,,3,,17," Plants, Soils, & Biometeorology",,49,,23,5,19,4,6,3,16,3,6,0,27,0,27," Plants, Soils, & Biometeorology",2,34
 Extension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1, ,2,,,,5,,2,,1,,2,,2,,1,,8,,,,,,2,,1,,2,,1,,2, Extension,,4,,8,4,0,6,0,3,0,6,0,4,0,6,0, Extension,3,0
 Miscellaneous U.S.U.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,27,,30,,17,,12,,30,,41,,19,,2,,29,,20,,34,,73,,59, Miscellaneous U.S.U.,,34,,26,8,23,16,11,9,18,12,51,4,75,4,125, Miscellaneous U.S.U.,4,68
Total: Utah State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,73,,63,,96,,107,,,,137,,140,,105,,124,,111,,124,,163,,140,,167,,261,,136,,228,,176,,176,Total: Utah State University,,176,,124,37,73,53,60,60,111,47,136,32,133,41,202,Total: Utah State University,39,130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Agencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Agencies,,,,,,,,,,,,,,,,,Federal Agencies,,
 U.S.D.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,37,,,,28,,19,,,,51,,26,,32,,25,,24,,30,,27,,17,,19,,32,,81,,48,,40,,75, U.S.D.A.,,47,,32,,17,,17,,22,,37,,11,,18, U.S.D.A.,,15
 U.S.D.I.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,1,,6,,,,3,,0,,3,,2,,,,1,,46,,4,,,,16,,9,,2,,9,,3, U.S.D.I.,,2,,19,,1,,3,,2,,3,,1,,1, U.S.D.I.,,0
Total: Federal Agencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,37,,,,29,,25, ,,,54, ,26,,35,,27,,24,,31,,73,,21,,19,,46,,90,,50,,49,,78,Total: Federal Agencies,,49,,51,,18,,20,,24,,30,,12,,19,Total: Federal Agencies,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,Other,,
 Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,1,,2,,4,,3,,3,,8,,,,11,,14,,12,,12,,7, Commercial,,14,,7,,5,,5,,0,,0,,6,,7, Commercial,,3
 Consultants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,70,,87,,,,88,,51,,57,,47,,39,,25,,14,,15,,21,,13,,10,,17,,15,,10, Consultants,,49,,45,,37,,53,,17,,17,,19,,19, Consultants,,9
 Other Herbaria and Universities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,89,,46,,28,,39,,,,33,,28,,11,,17,,22,,24,,11,,18,,8,,14,,10,,32,,42,,18, Other Herbaria and Universities,,33,,30,,32,,24,,22,,41,,39,,35, Other Herbaria and Universities,,30
 Non-profit Agencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,,,11,,4,,1,,0,,2,,1,,,,1,,1,,6,,3,,3,,1,,0, Non-profit Agencies,,13,,6,,0,,12,,0,,3,,5,,6, Non-profit Agencies,,25
 Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,40,,,,21,,19,,,,21,,39,,15,,42,,15,,18,,14,,4,,10,,20,,8,,33,,30,,25, Public,,115,,108,,67,,93,,129,,123,,225,,235, Public,,200
 Boy Scouts ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,7,,,,28,,0,,7,,0,,,,2,,3,,3,,,,0,,0,,5,,8,,18, Boy Scouts ,,6,,16,,3,,37,,13,,3,,18,,17, Boy Scouts ,,21
State of Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,13,,20,,16,,8,,1,,12,,12,,17,,5,,0,,7,State of Utah,,38,,8,,0,,7,,11,,21,,7,,15,State of Utah,,15
 Miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,, ,,,,,,,,0,,3,,2,,,,3,,3,,4,,1,,10,,2,,13,,0,,28, Miscellaneous,,15,,6,,2,,11,,4,,12,,16,,21, Miscellaneous,,1
Total: Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,129,,46,,187,,157, ,,,181,,126,,96,,123,,102,,92,,56,,54,,53,,86,,64,,120,,108,,113,Total: Other,,283,,226,,144,,242,,196,,220,,335,,355,Total: Other,,304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL VISITORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,239,,109,,312,,289,,,,235,,292,,236,,274,,237,,247,,292,,215,,220,,393,,290,,398,,333,,367,TOTAL VISITORS,,508,,401,,274,,322,,391,,433,,512,,617,TOTAL VISITORS,,488
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE,,,,,,,,,,,,,,,,,DATABASE,,
 Specimens Entered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,280",,"8,343",,,"5,452",,"5,481",,"5,212",,"5,061",,"4,954",,"4,336",,"7,214",,"4,667",,"2,869",,"3,043",,"6,228",,"13,145",,,"4,710","2,949",, Specimens Entered,5008,,3722,,1000,,2162,,5161,,"8,105",,"11,681",,"19,206",, Specimens Entered,"19,206",
 Total Entered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,"10,280",,"18,623",,,"24,075",,"29,556",,"34,768",,"39,829",18%,"44,783",20%,"49,119",0,"56,333",0,"61,000",26%,"63,869",27%,"66,912",28.27%,73140,30.54%,86285,35.33%,"90,995",,93944,37.86%, Total Entered,98952.00,39.58%,102674,40.8217%,103674,40.91%,105836,41.22%,"110,997",42.65%,"119,189",45.88%,"130,870",47.70%,"150,076",54.48%, Total Entered,"153,373",55.22%
 Georeferenced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,georeferenced,,,,,,0.00%,44327,17.26%,"50,841",19.54%,,20.42%,,21.10%,"60,104",21.81%,georeferenced,"62,746",22.90%
  Imaged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,663",10.25%,,12.96%,,,"62,569",22.71%,  Imaged,"63,607",22.90%
  Imaged & databased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6845,,"17,554",6.75%,,,,,,,  Imaged & databased,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Images Processed,"23,926",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facebook,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,Page likes,,278
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,Reach - USA & territories,,224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Reach - Utah,,119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,Reach - non-US,,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,Number of posts,,49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,Post reach (max),,625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,Post reach (ave.),,144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Post engagement (max),,71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Post Engagement (ave.),,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,36,,10,,28,Data requests,,18,,27,,18,,10,,14,,5,,11,,7,Data requests,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIBRARY USAGE,,,,,,,,,,,,,,,,,LIBRARY USAGE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,43,,36,,69,,,,20,,26,24,15,,18,,15,Items checked out,,24,,15,,11,,7,,9,,21,,15,,10,Items checked out,,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,44,,24,,31,,,,28,,29,,24,,16,,27,Visits,,72,,69,,36,,28,,23,,13,,34,,27,Visits,,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROUP USAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GROUP USAGE,GROUP USAGE,,GROUP USAGE,,GROUP USAGE,,GROUP USAGE,,GROUP USAGE,,GROUP USAGE,,GROUP USAGE,,GROUP USAGE,,GROUP USAGE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bot. 420,,,Bot. 420,,25,Bio 126 Honors,,,Bot 420,,Bot 221,,Sky View H S,,Bot 2410,,Bot 2410,,,,Bot 2410,,PSB 1050,,UT Botanical Center,,UT Botanical Center,,ELED 4000,,,ADVS 5860,,BIOL 3000,,BIOL 3000,,BIOL 3000,,BIOL 3600,,ANTHRO 3120,,ANTHRO 3120,,ANTHRO 3120,,CLASSES,ANTHRO 3120,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pl.Sc. 490,,,Pl.Sc. 490,,37,Boy Scouts,7,Boy Scouts,PS 490,,Bot 420,,Wolf Den Troop 347,,USU Range Club,,Edith Bowen School,,,,PLSC 2650,,FRWS 3600,,FRWS 3600,,FRWS 3600,,FRWS 3600,,,WILD 5860,,Cache Home School,,WILD 3600,,WILD 3600,,WILD 3600,,WILD 3600,,ANTHRO 3310,,ANTHRO 3310,,,PSC 5550,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,For. 320,,90,Master gardeners,,,NR Symposium,,PSB 2650,,School of Natural Learning,,USU Quinney Library,,UT DWR--Wetland Plant ID,,,,FRWS 3600,,FRWS 2300,,FRWS 2300,,FRWS 2300,,FRWS 2300,,,Weber High Agronomy Team,,WILD 3600,,WILD 4950,,BiIOL 2300,,BIOL 2300,,PSB 2650,,,,,,,PSC 6550,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Sky View High School,30,Sky View,Outreach,,AAAS Conference,,USU Quinney Library,,Boy Scouts of America,,Boy Scouts of America,,,,School of Natural Learning,,Brigham City Home School (1st grade),,PSB 2650,,PSB 2650,,BIOL 2300,,,Bridgerland Mushroom Society,,WILD 4950,,BIOL 2300,,Boy Scouts,,ANTH 3310,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,S. Cache H. S.,,,FR 320,,Mountain Crest HS,,Boy Scout Troop Smithfield ,,EPA REMAP program,,School of Natural Learning,,,,UNPS,,Bear River Migratory Bird Refuge,,,,Weber High Agronomy Team,,Biol 2310,,,Cache Chapter - UNPS,,BIOL 2300,,USU Range Plant ID Team,,Paradise Home Schooling,,WILD 4950,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,For. Sci. 320,10,Moss Workshop,Mtn Crest H.S.,,ElderHostel,,USU Alumni Group,,Boys & Girls Club of Cache Valley,,PSB 2650,,,,Teton Science School,,PSB 2650,,BIOL 2300,,Cache Valley Learning Center,,Weber High Agronomy Team,,,Biol 2300,,Bridgerland Mush. Soc.,,Weber High FFA Team,,USU Range Plant ID Team,,WILD 2300,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Pl.Sc. 265,8,Pl.Sc.265,,,Scout Troop 356,,Bot 2400,,PSB 2650,,,,,,Cache Valley Learning Center,,FRWS 5860,,ELED 4000,,ELED 4000,,FRWS 3850,,,Biol 1800,,ELED 4000,,Springville FFA Team,,Bear River M.B.R.,,PSB 2650,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weber High Agronomy Team,,Biol 2300,,Cache Home School,,,Biol 2310,,USU Range Plant ID Team,,Boy Scouts,,USDA-ARS Bee lab,,PSB 5550,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,,,,,Native Amer. Youth,,Bot 2410,,,,,,,,Edith Bowen School,,ADVS 5860,,BIOL 2310,,Biol 2310,,Logan High - South Campus Biology,,,USU Range Plant ID Team,,WILD 2300,,Bear River M.B.R.,,USDA-ARS PPL,,USU Range Plant ID Team,,USU Range Plant ID Team,,USU Range Plant ID Team,,USU Range Plant ID Team,,Other Campus Groups,USU Range Plant ID Team,
Library Cataloguing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR 3200,,,,,,,,,,FRWS 2200,,RSB 2650,,Cache Home School,,Boy Scouts - Smithfield Troop,,,PSB 2650,,Boy Scouts - Hyrum Troop,,USDA-ARS PPl,,USDA_ARS FRL,,USDA- ARS Bee lab,,USDA- ARS Bee lab,,USDA- ARS Bee lab,,USDA- ARS Bee lab,,,USDA- ARS Bee lab,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cache Home School,,Brigham City Home School,,Cub Scouts - Tremonton Pack,,,USDA - ARS PPL,,USDA - ARS PPL,,USDA-ARS Bee Lab,,PSB 2650,,USDA-ARS PPL,,USDA-ARS PPL,,USDA-ARS PPL,,USDA-ARS PPL,,,USDA-ARS PPL,
Hbooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOL 2300,,FRWS 3850,,FRWS 3850,,PSB 2650,,,Utah Native Plant Society,,USDA - ARS FRL  ,,USDA-ARS FRL,,UNPS,,USDA-ARS _FRL,,USDA-ARS _FRL,,USDA-ARS _FRL,,USDA-ARS _FRL,,,USDA-ARS _FRL,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WILD 3600,,USDA-ARS Bee Lab,,PSB 2650,,Cache Master Gardeners,,USU Library Staff,,USU Library Staff,,USU Library Staff,,USU Library Staff,,,USU Library Staff,
References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIOL 2410,,Mtn. Crest H.S. Biology,,,,,,,WILD 4950,,PSB 2650,,UNPS,,USU Library staff,,Cache Master Gardeners,,Cache Master Gardeners,,Cache Master Gardeners,,Cache Master Gardeners,,Other Non-campus groups,Cache Master Gardeners,
,1931,1932,1933,1934,1935,1936,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1989,1990,1990,1991,1991,1992,1992,1993,1993,,1994,1994,1995,,1996,,1997,,1998,,1999,,2000,,2001,,2002,,2003,,2004,,2005,,,,,,,,,,,,,,,Utah Native Plant Society,,Am West Heritage Center,,Am West Heritage Center,,Local preschool,,,Local preschool,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Logan High - South Campus Biology,,Brigham Home schooling,,,,UT Botanical Center,,UT Botanical Center,,UT Botanical Center,,Cache Home School,,,Cache Home School,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinosaur Nat. Mon.,,UT Botanical Center,,,,Am West Heritage Center,,Edith Bowen 5th Grade,,Local preschool,,,,,Stokes Nature Center,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bear River M. B. R.,,Cache Master Gardners,,,,Bear River Bird Refuge,,Paradise Home School,,Cache Home School,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teton Science School,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arches National Park,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellowstone National Park,,,,,,,,,,,,,,